algo,func,run_id,error
SSA,F22014,26,767853351.3370432
SSA,F22014,27,49925251.52111741
SSA,F22014,28,465889758.50992
SSA,F22014,29,433471195.22483605
SSA,F22014,30,417600163.6530906
SSA,F22014,31,1862714197.4191432
SSA,F22014,32,358813242.31596524
SSA,F22014,33,507784108.992104
SSA,F22014,34,1349196578.5665178
SSA,F22014,35,958792607.2252656
SSA,F22014,36,311184807.8123698
SSA,F22014,37,1377672345.9480639
SSA,F22014,38,350622916.0713472
SSA,F22014,39,975689624.9222487
SSA,F22014,40,244013654.96104977
SSA,F22014,41,1214159866.6196342
SSA,F22014,42,938661771.0099891
SSA,F22014,43,864842220.1326729
SSA,F22014,44,725478629.6511214
SSA,F22014,45,370562196.944847
SSA,F22014,46,498715705.83354944
SSA,F22014,47,968572676.31537
SSA,F22014,48,1849848115.4582438
SSA,F22014,49,59674040.35733466
SCA,F22014,0,29041108593.95487
SCA,F22014,1,21206806221.161728
SCA,F22014,2,29214413806.31875
SCA,F22014,3,25065020853.32443
SCA,F22014,4,26332282613.83975
SCA,F22014,5,23421071471.396175
SCA,F22014,6,17801471113.293976
SCA,F22014,7,19592752071.54182
SCA,F22014,8,20290028738.490414
SCA,F22014,9,24757637732.386013
SCA,F22014,10,17031825378.643976
SCA,F22014,11,21382607786.512985
SCA,F22014,12,31194692790.42426
SCA,F22014,13,22104715847.954422
SCA,F22014,14,18111830028.367634
